Id,Label,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,clustering,Authority,Hub,componentnumber,strongcompnum,eigencentrality,period,network
MAR,Morocco,15,2,17,891773.052,26.414,891799.466,5,0.342229,0.361544,18.648086,0.004032,0.583333,0.085512,0.007407,0,94,0.277995,1,1201
ESP,Spain,35,36,71,10568340.75,30497.667,10598838.41,4,0.503464,0.558104,963.021668,0.011053,0.222572,0.138332,0.104457,0,94,0.645008,1,1201
LBN,Lebanon,17,11,28,41937.848,7.311,41945.159,4,0.392086,0.428899,188.996473,0.00572,0.347692,0.090403,0.031878,0,94,0.311831,1,1201
ABW,,7,4,11,13.615,16.397,30.012,4,0.411321,0.435398,233.164869,0.004863,0.446429,0.027449,0.014808,0,94,0.124968,1,1201
COL,Colombia,12,14,26,1074303.907,2298.714,1076602.621,4,0.453222,0.487768,159.599241,0.00403,0.339827,0.060424,0.03641,0,94,0.16739,1,1201
NLD,Netherlands,43,52,95,12679237.56,4527877.006,17207114.56,3,0.536946,0.602446,968.652736,0.012893,0.226027,0.162572,0.164661,0,94,0.870061,1,1201
USA,United States,58,110,168,1522577.515,130921788.4,132444365.9,3,0.662614,0.75,5212.504535,0.019825,0.12335,0.180435,0.276607,0,94,1,1,1201
VEN,Venezuela,11,2,13,388602.016,1.462,388603.478,5,0.292617,0.30474,4.845678,0.003928,0.462121,0.053862,0.002204,0,94,0.160137,1,1201
ALB,Albania,4,1,5,203.482,12.854,216.336,5,0.300275,0.312232,0.083333,0.002879,0.5,0.017267,0.004103,0,94,0.091302,1,1201
GRC,Greece,27,11,38,914378.848,2900.762,917279.61,4,0.428291,0.461774,274.4669,0.009181,0.493842,0.126709,0.03986,0,94,0.608645,1,1201
ARE,United Arab Emirates,34,4,38,667448.846,317.327,667766.173,5,0.325859,0.347401,493.282008,0.0157,0.365873,0.13584,0.00789,0,94,0.592179,1,1201
EGY,"Egypt, Arab Rep.",15,29,44,4596854.07,4015.161,4600869.231,4,0.477024,0.529052,852.610492,0.006445,0.285897,0.088808,0.091829,0,94,0.266106,1,1201
IRQ,Iraq,9,0,9,7806.061,0,7806.061,0,0,0,0,0.006514,0.486111,0.037943,0,0,44,0.189826,1,1201
OMN,Oman,11,1,12,1543.941,38.817,1582.758,6,0.24605,0.255887,0.322222,0.006001,0.5,0.053272,0.004399,0,94,0.17073,1,1201
QAT,Qatar,13,3,16,661.12,60.907,722.027,1,1,1,13.084085,0.014226,0.504762,0.063637,0.008002,0,3,0.276471,1,1201
ARG,Argentina,15,70,85,1487867.519,30785085.33,32272952.85,3,0.587601,0.656728,278.979078,0.003515,0.227364,0.082181,0.219365,0,94,0.279256,1,1201
AGO,Angola,17,0,17,4916.783,0,4916.783,0,0,0,0,0.004903,0.433824,0.07569,0,0,47,0.30211,1,1201
AUT,Austria,29,40,69,100395.156,234665.219,335060.375,3,0.516588,0.571865,379.161025,0.009255,0.345976,0.123473,0.141378,0,94,0.703772,1,1201
BEL,Belgium,33,44,77,2183785.055,711778.539,2895563.594,4,0.517815,0.579128,634.228914,0.010126,0.285714,0.141277,0.150173,0,94,0.697323,1,1201
BGD,Bangladesh,14,1,15,483798.535,114.14,483912.675,5,0.280566,0.289908,99.842376,0.003054,0.580952,0.088786,0.000027,0,94,0.271219,1,1201
BOL,Bolivia,6,18,24,226791.264,398018.076,624809.34,4,0.477024,0.51185,4.310853,0.002158,0.5,0.042005,0.06312,0,94,0.105355,1,1201
BRA,Brazil,13,84,97,707176.347,94493593,95200769.34,3,0.607242,0.687309,401.103042,0.003465,0.17563,0.06898,0.240894,0,94,0.226349,1,1201
CAN,Canada,39,111,150,1268013.945,8491847.036,9759860.981,3,0.660606,0.750765,2904.721379,0.010049,0.115674,0.149134,0.273474,0,94,0.683762,1,1201
CHE,Switzerland,34,19,53,405963.678,3754.395,409718.073,4,0.457023,0.498089,139.835599,0.009093,0.403846,0.142561,0.075017,0,94,0.699765,1,1201
CHL,Chile,15,22,37,360774.587,102019.461,462794.048,4,0.489888,0.527141,74.931114,0.003585,0.464286,0.086559,0.082919,0,94,0.303598,1,1201
CHN,China,32,114,146,144397466.1,1891070.528,146288536.6,3,0.668712,0.75841,2973.064168,0.008497,0.104882,0.129,0.267164,0,94,0.606838,1,1201
CUB,Cuba,6,0,6,502455.226,0,502455.226,0,0,0,0,0.002423,0.9,0.037186,0,0,67,0.129269,1,1201
CYP,Cyprus,14,0,14,6576.341,0,6576.341,0,0,0,0,0.00646,0.659341,0.066002,0,0,57,0.385882,1,1201
DEU,Germany,47,58,105,13229298.32,168308.284,13397606.6,3,0.550505,0.619266,1132.559525,0.013868,0.217544,0.174825,0.181051,0,94,0.936714,1,1201
DNK,Denmark,21,34,55,445811.111,4344.335,450155.446,3,0.480176,0.538226,216.099296,0.006323,0.349391,0.113837,0.111145,0,94,0.547385,1,1201
ECU,Ecuador,7,6,13,67173.118,23522.28,90695.398,4,0.424951,0.451453,4.238956,0.002971,0.6,0.02443,0.025688,0,94,0.109408,1,1201
FRA,France,38,83,121,1864850.743,151844.46,2016695.203,3,0.600551,0.682722,1805.300739,0.012504,0.166507,0.145604,0.239935,0,94,0.779013,1,1201
GBR,United Kingdom,55,57,112,2612360.756,32091.552,2644452.308,3,0.560411,0.623089,2051.03629,0.019676,0.209997,0.177704,0.191873,0,94,0.99068,1,1201
GEO,Georgia,10,3,13,19446.436,311.142,19757.578,4,0.352751,0.372324,6.166334,0.003008,0.325758,0.04579,0.005447,0,94,0.130509,1,1201
GTM,Guatemala,13,9,22,50906.42,3909.196,54815.616,4,0.440404,0.469419,377.286526,0.006327,0.4375,0.057244,0.021591,0,94,0.192529,1,1201
HKG,"Hong Kong, China",25,0,25,188287.389,0,188287.389,0,0,0,0,0.005724,0.54,0.123485,0,0,51,0.494442,1,1201
IDN,Indonesia,24,26,50,5993645.223,10548.871,6004194.094,3,0.506977,0.544343,186.757551,0.004619,0.365576,0.115868,0.091006,0,94,0.38259,1,1201
IND,India,25,97,122,4993.66,159557.152,164550.812,3,0.631884,0.71789,1813.405029,0.009748,0.124405,0.101683,0.243115,0,94,0.398104,1,1201
IRL,Ireland,24,8,32,87055.647,47790.563,134846.21,4,0.418426,0.448012,21.233691,0.006502,0.560345,0.12722,0.033128,0,94,0.586747,1,1201
IRN,"Iran, Islamic Rep.",11,23,34,2484341.427,4412.984,2488754.411,4,0.455115,0.502676,133.075792,0.00354,0.221591,0.060658,0.06092,0,94,0.177633,1,1201
ISR,Israel,20,4,24,1627788.85,57,1627845.85,4,0.413662,0.437309,264.208891,0.007163,0.478355,0.107355,0.017732,0,94,0.42858,1,1201
ITA,Italy,46,39,85,4871813.232,377183.015,5248996.247,4,0.496583,0.558104,1027.461892,0.014268,0.271038,0.167961,0.134338,0,94,0.882653,1,1201
JPN,Japan,33,17,50,14420254.54,6079.631,14426334.17,4,0.489888,0.519495,222.807312,0.007349,0.390688,0.143849,0.073504,0,94,0.585162,1,1201
KEN,Kenya,12,24,36,13285.049,8148.214,21433.263,4,0.47807,0.521789,252.024515,0.003464,0.235222,0.048042,0.057816,0,94,0.148783,1,1201
KOR,"Korea, Rep.",24,27,51,4795123.016,1534.21,4796657.226,3,0.497717,0.539755,388.323294,0.006707,0.288618,0.114251,0.082627,0,94,0.489606,1,1201
LTU,Lithuania,18,6,24,200724.532,78.198,200802.73,4,0.368866,0.394113,33.881951,0.007958,0.605263,0.089686,0.020577,0,94,0.429424,1,1201
LVA,Latvia,12,3,15,11634.871,16692.746,28327.617,5,0.314121,0.332722,5.889554,0.007501,0.544872,0.03997,0.008102,0,94,0.27626,1,1201
MDG,Madagascar,6,2,8,4196.216,1.951,4198.167,4,0.377163,0.398318,47.87998,0.003299,0.404762,0.03427,0.004835,0,94,0.115578,1,1201
MEX,Mexico,9,14,23,13247277.45,4714.341,13251991.79,4,0.446721,0.482416,38.565616,0.003011,0.345029,0.057379,0.033547,0,94,0.167132,1,1201
MUS,Mauritius,13,3,16,1791.871,6.425,1798.296,4,0.362729,0.382263,28.311159,0.003878,0.504762,0.072078,0.00745,0,94,0.273336,1,1201
MYS,Malaysia,26,25,51,1959616.145,100902.887,2060519.032,3,0.496583,0.535933,225.943671,0.006441,0.353846,0.12983,0.08267,0,94,0.501734,1,1201
NGA,Nigeria,15,7,22,17232.565,1010.442,18243.007,4,0.409774,0.439985,261.08923,0.005043,0.471053,0.08343,0.023176,0,94,0.320113,1,1201
NOR,Norway,26,5,31,1499143.059,2.326,1499145.385,4,0.419231,0.44419,58.668899,0.007378,0.553846,0.128953,0.02625,0,94,0.593675,1,1201
NZL,New Zealand,13,7,20,6677.186,29.96,6707.146,4,0.413662,0.441514,234.886116,0.00357,0.411765,0.081252,0.011496,0,94,0.315325,1,1201
OAS,"Other Asia, nes",24,35,59,8633002.335,538.714,8633541.049,3,0.515366,0.563456,556.010684,0.005421,0.24686,0.122043,0.085613,0,94,0.477976,1,1201
PAK,Pakistan,9,1,10,34718.754,89.288,34808.042,1,1,1,2.095238,0.002561,0.611111,0.058853,0.001632,0,46,0.173693,1,1201
PAN,Panama,19,0,19,21132.74,0,21132.74,0,0,0,0,0.006251,0.324561,0.07717,0,0,33,0.260747,1,1201
PER,Peru,13,14,27,280515.783,485.577,281001.36,4,0.454167,0.488532,24.530779,0.003405,0.447619,0.071293,0.051882,0,94,0.206807,1,1201
PHL,Philippines,17,6,23,440544.428,137.751,440682.179,4,0.454167,0.475917,22.95941,0.003599,0.627451,0.090969,0.022558,0,94,0.312478,1,1201
PRT,Portugal,19,16,35,2930527.117,79477.677,3010004.794,4,0.465812,0.500382,394.228052,0.004535,0.385468,0.108925,0.044501,0,94,0.474617,1,1201
PRY,Paraguay,4,52,56,102090.816,10710482.81,10812573.62,3,0.538272,0.603211,13.925671,0.001965,0.2681,0.028029,0.175855,0,94,0.070211,1,1201
ROM,Romania,27,25,52,228202.883,171330.108,399532.991,4,0.455115,0.506116,108.836453,0.008285,0.427778,0.11558,0.092554,0,94,0.625208,1,1201
SAU,Saudi Arabia,27,0,27,495658.169,0,495658.169,0,0,0,0,0.012475,0.452991,0.118941,0,0,0,0.504953,1,1201
SDN,,13,1,14,851.41,102.788,954.198,6,0.246328,0.256651,0.558333,0.003103,0.467033,0.064621,0.004399,0,94,0.181625,1,1201
SGP,Singapore,29,45,74,140414.38,6253.894,146668.274,3,0.538272,0.592508,968.204652,0.007995,0.23089,0.119117,0.138534,0,94,0.475804,1,1201
SWE,Sweden,27,14,41,39333.482,966.272,40299.754,4,0.4334,0.470948,202.614383,0.010971,0.424242,0.115096,0.056237,0,94,0.6545,1,1201
SYR,Syrian Arab Republic,12,7,19,1099139.039,1123.404,1100262.443,5,0.343849,0.374924,7.047101,0.003118,0.377193,0.064544,0.023839,0,94,0.195085,1,1201
THA,Thailand,29,70,99,5923511.002,11714.406,5935225.408,3,0.572178,0.649083,1052.779532,0.007552,0.187895,0.129586,0.201871,0,94,0.545557,1,1201
TUN,Tunisia,11,2,13,736147.013,32.002,736179.015,4,0.377163,0.398318,8.460105,0.002861,0.575758,0.068685,0.005816,0,94,0.204786,1,1201
TUR,Turkey,26,17,43,3932414.253,11637.181,3944051.434,4,0.453222,0.492355,180.249383,0.00753,0.301565,0.123455,0.045831,0,94,0.529771,1,1201
UKR,Ukraine,20,51,71,38110.765,1719606.615,1757717.38,3,0.540943,0.603211,573.233574,0.006425,0.27099,0.091194,0.163739,0,94,0.427155,1,1201
UNS,Unspecified,22,0,22,1452793.215,0,1452793.215,0,0,0,0,0.008157,0.309524,0.081031,0,0,11,0.373128,1,1201
URY,Uruguay,7,35,42,1057591.831,4248262.128,5305853.959,3,0.524038,0.568807,73.179376,0.002586,0.398649,0.045173,0.128716,0,94,0.115213,1,1201
VNM,Vietnam,21,25,46,1545433.83,4716.977,1550150.807,3,0.503464,0.54052,335.215145,0.005682,0.356607,0.099416,0.091679,0,94,0.320586,1,1201
ZAF,South Africa,24,42,66,56490.121,237141.718,293631.839,4,0.517815,0.57607,1464.220057,0.009495,0.207347,0.08712,0.095183,0,94,0.350489,1,1201
AUS,Australia,23,26,49,91268.853,23031.493,114300.346,3,0.50463,0.542813,418.061658,0.005545,0.304054,0.102978,0.079813,0,94,0.417329,1,1201
BHR,Bahrain,9,0,9,177.768,0,177.768,0,0,0,0,0.006691,0.444444,0.038576,0,0,2,0.145442,1,1201
FJI,Fiji,5,1,6,238.994,0.785,239.779,1,1,1,124,0.002654,0.5,0.018088,0,0,42,0.090334,1,1201
LKA,Sri Lanka,8,19,27,7256.752,1079.926,8336.678,3,0.475983,0.512232,22.663983,0.002666,0.51581,0.051026,0.074628,0,94,0.193226,1,1201
NCL,New Caledonia,5,1,6,314.198,0.022,314.22,1,1,1,124,0.002674,0.166667,0.014999,0,0,40,0.056289,1,1201
NPL,Nepal,2,4,6,5641.996,25.009,5667.005,4,0.404453,0.428517,0.217075,0.001938,0.5,0.010457,0.015006,0,94,0.035552,1,1201
PNG,Papua New Guinea,6,0,6,2303.431,0,2303.431,0,0,0,0,0.002463,0.966667,0.031269,0,0,37,0.123296,1,1201
PYF,French Polynesia,6,0,6,35.96,0,35.96,0,0,0,0,0.0027,0.433333,0.026336,0,0,17,0.098291,1,1201
BGR,Bulgaria,21,9,30,10721.186,3021.161,13742.347,4,0.405959,0.437691,42.096778,0.007263,0.515,0.089762,0.033477,0,94,0.558766,1,1201
BIH,Bosnia and Herzegovina,10,4,14,126876.712,255.047,127131.759,4,0.38448,0.409786,11.21332,0.004739,0.581818,0.031561,0.012174,0,94,0.209118,1,1201
CZE,Czech Republic,22,19,41,85215.964,10774.716,95990.68,4,0.403704,0.451835,44.639021,0.00716,0.506614,0.093947,0.066197,0,94,0.550702,1,1201
EST,Estonia,15,5,20,1534.833,6487.757,8022.59,5,0.346582,0.37133,24.723214,0.008348,0.583333,0.065436,0.01525,0,94,0.394371,1,1201
FIN,Finland,15,4,19,58194.05,30.343,58224.393,5,0.331811,0.353899,7.566204,0.005896,0.661765,0.084905,0.011142,0,94,0.435919,1,1201
HRV,Croatia,16,19,35,99409.439,131459.423,230868.862,4,0.392793,0.442278,114.781543,0.006063,0.456667,0.078115,0.059518,0,94,0.375616,1,1201
HUN,Hungary,24,20,44,135336.602,93149.625,228486.227,4,0.43513,0.482416,75.533452,0.007797,0.562678,0.10564,0.069437,0,94,0.618746,1,1201
JOR,Jordan,17,0,17,1251.071,0,1251.071,0,0,0,0,0.004483,0.595588,0.095513,0,0,4,0.39251,1,1201
LUX,Luxembourg,8,16,24,3152.432,226.148,3378.58,4,0.420849,0.46292,53.291512,0.003412,0.48538,0.035875,0.060414,0,94,0.239512,1,1201
MLT,Malta,9,1,10,194.026,5.48,199.506,1,1,1,12.57377,0.003593,0.733333,0.044718,0.001101,0,28,0.28737,1,1201
POL,Poland,23,24,47,48790.649,2275.934,51066.583,4,0.450413,0.500765,101.616671,0.007604,0.424242,0.101651,0.087924,0,94,0.571959,1,1201
RUS,Russian Federation,26,18,44,1513110.879,47670.568,1560781.447,4,0.447639,0.489679,289.947647,0.007606,0.340683,0.12357,0.04793,0,94,0.564749,1,1201
SER,"Serbia, FR(Serbia/Montenegro)",13,32,45,118135.084,58773.563,176908.647,4,0.441296,0.505352,149.086702,0.006234,0.340463,0.046588,0.095514,0,94,0.275084,1,1201
SVK,Slovak Republic,23,18,41,20629.845,63316.837,83946.682,4,0.450413,0.491208,237.753736,0.00867,0.579772,0.095065,0.071473,0,94,0.563814,1,1201
SVN,Slovenia,18,10,28,30201.756,287190.203,317391.959,4,0.362126,0.397171,19.316091,0.005571,0.593074,0.090043,0.029944,0,94,0.49922,1,1201
CIV,Cote d'Ivoire,9,4,13,310.495,0.622,311.117,4,0.3488,0.372324,22.137326,0.003513,0.409091,0.049178,0.010778,0,94,0.147856,1,1201
CMR,Cameroon,7,3,10,300.255,11.816,312.071,4,0.358553,0.377676,11.778211,0.002864,0.366667,0.039698,0.009105,0,94,0.137416,1,1201
GAB,Gabon,6,0,6,19147.711,0,19147.711,0,0,0,0,0.002667,0.633333,0.03839,0,0,5,0.144722,1,1201
KAZ,Kazakhstan,14,9,23,21501.989,17061.541,38563.53,4,0.42998,0.460627,88.255781,0.004651,0.4,0.072185,0.024691,0,94,0.313469,1,1201
SLE,Sierra Leone,7,0,7,16.591,0,16.591,0,0,0,0,0.002873,0.547619,0.039012,0,0,29,0.144966,1,1201
BEN,Benin,6,4,10,82.963,95.108,178.071,4,0.328808,0.346713,13.735479,0.003571,0.277778,0.026226,0.007537,0,94,0.08333,1,1201
COG,Congo [Republic],10,0,10,92.608,0,92.608,0,0,0,0,0.003855,0.388889,0.046393,0,0,69,0.132032,1,1201
GHA,Ghana,13,17,30,4792.004,462.105,5254.109,3,0.471861,0.506116,723.651937,0.006795,0.268775,0.054214,0.050021,0,94,0.195925,1,1201
TGO,Togo,7,6,13,218.767,2740.089,2958.856,4,0.375862,0.40367,76.823263,0.004531,0.347222,0.0248,0.015294,0,94,0.102879,1,1201
BFA,Burkina Faso,4,2,6,69.907,291.674,361.581,4,0.325373,0.338685,1.435039,0.002824,0.25,0.012831,0.002559,0,94,0.037042,1,1201
BTN,Bhutan,2,1,3,149.437,41.068,190.505,4,0.388592,0.408257,219.057984,0.004448,0.166667,0.000828,0.003293,0,94,0.015821,1,1201
ARM,Armenia,9,0,9,1334.449,0,1334.449,0,0,0,0,0.004342,0.472222,0.028276,0,0,53,0.142399,1,1201
MKD,North Macedonia,11,6,17,1273.075,31.411,1304.486,4,0.373288,0.399465,36.005489,0.005065,0.366667,0.032249,0.014265,0,94,0.215613,1,1201
BLR,Belarus,7,6,13,11241.979,481,11722.979,4,0.382456,0.409404,1.750246,0.002867,0.588889,0.030179,0.023041,0,94,0.118037,1,1201
BLZ,,1,1,2,79.714,20.175,99.889,5,0.30618,0.31682,0,0.002269,0,0.000699,0.001854,0,94,0.008695,1,1201
CPV,Cape Verde,4,0,4,346.444,0,346.444,0,0,0,0,0.002112,0.416667,0.020844,0,0,68,0.051121,1,1201
CRI,Costa Rica,9,6,15,884971.905,561.091,885532.996,4,0.437751,0.462538,19.873272,0.004013,0.450549,0.032655,0.026114,0,94,0.136392,1,1201
CUW,Cura�ao,6,0,6,460.495,0,460.495,0,0,0,0,0.002857,0.533333,0.037399,0,0,21,0.112961,1,1201
CYM,Cayman Islands,3,0,3,686282.838,0,686282.838,0,0,0,0,0.001816,0.833333,0.022351,0,0,66,0.042855,1,1201
DZA,Algeria,9,0,9,2321.803,0,2321.803,0,0,0,0,0.002964,0.652778,0.053571,0,0,65,0.198498,1,1201
GIB,Gibraltar,4,0,4,9206.394,0,9206.394,0,0,0,0,0.002066,0.5,0.026173,0,0,64,0.055488,1,1201
GUY,Guyana,6,3,9,53.815,1.511,55.326,4,0.415238,0.437309,4.642466,0.002429,0.5,0.039293,0.009875,0,94,0.127526,1,1201
LCA,Saint Lucia,6,1,7,423151.309,0.148,423151.457,1,1,1,1.002121,0.014808,0.466667,0.028313,0.000876,0,19,0.105433,1,1201
MOZ,Mozambique,15,6,21,7364.01,99.931,7463.941,5,0.347134,0.372477,18.513401,0.004341,0.331579,0.058823,0.015908,0,94,0.190592,1,1201
NAM,Namibia,7,6,13,235.335,307.656,542.991,5,0.357377,0.382416,14.580783,0.003325,0.411111,0.031453,0.014095,0,94,0.115084,1,1201
PRK,,9,0,9,195859.622,0,195859.622,0,0,0,0,0.002794,0.777778,0.060014,0,0,25,0.211416,1,1201
UMI,,2,0,2,1118.018,0,1118.018,0,0,0,0,0.001783,1,0.016656,0,0,58,0.039435,1,1201
UZB,Uzbekistan,11,0,11,33135.253,0,33135.253,0,0,0,0,0.003732,0.5,0.047964,0,0,6,0.195068,1,1201
VGB,British Virgin Islands,5,0,5,7421.665,0,7421.665,0,0,0,0,0.00206,0.5,0.031004,0,0,10,0.078116,1,1201
ZMB,Zambia,8,15,23,3969.218,22040.232,26009.45,4,0.436,0.474771,64.19941,0.003199,0.275735,0.025128,0.025548,0,94,0.07713,1,1201
BRB,Barbados,5,1,6,79089.754,0.08,79089.834,1,1,1,0.672842,0.014742,0.6,0.027046,0.000917,0,19,0.109401,1,1201
BRN,Brunei,8,2,10,2767.996,35.998,2803.994,4,0.353323,0.370031,0,0.002703,0.964286,0.047219,0.008061,0,94,0.195072,1,1201
BWA,Botswana,8,3,11,7567.408,101.378,7668.786,5,0.343849,0.363685,3.429919,0.003089,0.569444,0.026332,0.004343,0,94,0.098839,1,1201
ZWE,Zimbabwe,6,8,14,19406.732,288.458,19695.19,4,0.4,0.431957,29.559283,0.003296,0.444444,0.015553,0.018381,0,94,0.061484,1,1201
ANT,,8,0,8,2001.013,0,2001.013,0,0,0,0,0.00425,0.482143,0.040617,0,0,30,0.114482,1,1201
ATF,,2,0,2,0.131,0,0.131,0,0,0,0,0.001887,1,0.011541,0,0,70,0.042544,1,1201
AZE,Azerbaijan,12,0,12,22282.766,0,22282.766,0,0,0,0,0.004594,0.522727,0.048737,0,0,52,0.23936,1,1201
